1990,Training Knowledge-Based Neural Networks to Recognize Genes in DNA Sequences,10
1990,ALCOVE: A Connectionist Model of Human Category Learning,10
1990,Multi-Layer Perceptrons with B-Spline Receptive Field Functions,10
1990,"Bumptrees for Efficient Function, Constraint and Classification Learning",10
1990,Planning with an Adaptive World Model,10
1990,Simple Spin Models for the Development of Ocular Dominance Columns and Iso-Orientation Patches,6
1990,A Multiscale Adaptive Network Model of Motion Computation in Primates,6
1990,"Spherical Units as Dynamic Consequential Regions: Implications for Attention, Competition and Categorization",10
1990,Speech Recognition Using Connectionist Approaches,10
1990,Feedback Synapse to Cone and Light Adaptation,6
1990,Direct memory access using two cues: Finding the intersection of sets in a connectionist model,4
1990,Flight Control in the Dragonfly: A Neurobiological Simulation,6
1990,A Framework for the Cooperation of Learning Algorithms,10
1990,Continuous Speech Recognition by Linked Predictive Neural Networks,10
1990,A B-P ANN Commodity Trader,10
1990,Statistical Mechanics of Temporal Association in Neural Networks,6
1990,Cholinergic Modulation May Enhance Cortical Associative Memory Function,6
1990,Neural Network Application to Diagnostics and Control of Vehicle Control Systems,10
1990,Evolution and Learning in Neural Networks: The Number and Distribution of Learning Trials Affect the Rate of Evolution,4
1990,A Lagrangian Approach to Fixed Points,6
1990,Neural Network Implementation of Admission Control,10
1990,Computing with Arrays of Bell-Shaped and Sigmoid Functions,6
1990,VLSI Implementation of TInMANN,6
1990,SEXNET: A Neural Network Identifies Sex From Human Faces,10
1990,From Speech Recognition to Spoken Language Understanding: The Development of the MIT SUMMIT and VOYAGER Systems,7
1990,Generalization by Weight-Elimination with Application to Forecasting,10
1990,A Novel Approach to Prediction of the 3-Dimensional Structures of Protein Backbones by Neural Networks,10
1990,Back Propagation Implementation on the Adaptive Solutions CNAPS Neurocomputer Chip,10
1990,Asymptotic slowing down of the nearest-neighbor classifier,5
1990,Connectionist Approaches to the Use of Markov Models for Speech Recognition,10
1990,"A Second-Order Translation, Rotation and Scale Invariant Neural Network",10
1990,Signal Processing by Multiplexing and Demultiplexing in Neurons,6
1990,Lg Depth Estimation and Ripple Fire Characterization Using Artificial Neural Networks,10
1990,Adaptive Range Coding,10
1990,RecNorm: Simultaneous Normalisation and Classification applied to Speech Recognition,10
1990,A four neuron circuit accounts for change sensitive inhibition in salamander retina,6
1990,A Method for the Efficient Design of Boltzmann Machines for Classiffication Problems,7
1990,How Receptive Field Parameters Affect Neural Learning,10
1990,Proximity Effect Corrections in Electron Beam Lithography Using a Neural Network,6
1990,Exploiting Syllable Structure in a Connectionist Phonology Model,7
1990,Integrated Modeling and Control Based on Reinforcement Learning and Dynamic Programming,10
1990,A Connectionist Learning Control Architecture for Navigation,10
1990,On Stochastic Complexity and Admissible Models for Neural Network Classifiers,10
1990,Analog Computation at a Critical Point: A Novel Function for Neuronal Oscillations?,6
1990,Integrated Segmentation and Recognition of Hand-Printed Numerals,10
1990,Speech Recognition Using Demi-Syllable Neural Prediction Model,10
1990,A Recurrent Neural Network Model of Velocity Storage in the Vestibulo-Ocular Reflex,6
1990,The Devil and the Network: What Sparsity Implies to Robustness and Memory,6
1990,Development and Spatial Structure of Cortical Feature Maps: A Model Study,6
1990,Connectionist Implementation of a Theory of Generalization,10
1990,Discrete Affine Wavelet Transforms For Anaylsis And Synthesis Of Feedfoward Neural Networks,5
1990,Convergence of a Neural Network Classifier,5
1990,Optimal Sampling of Natural Images: A Design Principle for the Visual System,6
1990,Time Trials on Second-Order and Variable-Learning-Rate Algorithms,10
1990,A competitive modular connectionist architecture,10
1990,A Model of Distributed Sensorimotor Control in the Cockroach Escape Turn,6
1990,A VLSI Neural Network for Color Constancy,6
1990,Stereopsis by a Neural Network Which Learns the Constraints,10
1990,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,10
1990,Learning Theory and Experiments with Competitive Networks,10
1990,Further Studies of a Model for the Development and Regeneration of Eye-Brain Maps,6
1990,The Recurrent Cascade-Correlation Architecture,10
1990,Sequential Adaptation of Radial Basis Function Neural Networks and its Application to Time-series Prediction,10
1991,English Alphabet Recognition with Telephone Speech,10
1991,Recognizing Overlapping Hand-Printed Characters by Centered-Object Integrated Segmentation and Recognition,5
1991,Adaptive Soft Weight Tying using Gaussian Mixtures,10
1991,Multi-State Time Delay Networks for Continuous Speech Recognition,10
1991,Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation,10
1991,Threshold Network Learning in the Presence of Equivalences,7
1991,Node Splitting: A Constructive Algorithm for Feed-Forward Neural Networks,10
1991,Structural Risk Minimization for Character Recognition,5
1991,Computer Recognition of Wave Location in Graphical Data by a Neural Network,6
1991,Improved Hidden Markov Model Speech Recognition Using Radial Basis Function Networks,10
1991,Connectionist Optimisation of Tied Mixture Hidden Markov Models,10
1991,Principled Architecture Selection for Neural Networks: Application to Corporate Bond Rating Prediction,10
